#38  ENSEMBL_ID             Ensembl Gene ID
GENE_RGD_ID	SYMBOL	NAME	GENE_DESC	CHROMOSOME_CELERA	CHROMOSOME_3.1	CHROMOSOME_3.4	FISH_BAND	START_POS_CELERA	STOP_POS_CELERA	STRAND_CELERA	START_POS_3.1	STOP_POS_3.1	STRAND_3.1	START_POS_3.4	STOP_POS_3.4	STRAND_3.4	CURATED_REF_RGD_ID	CURATED_REF_PUBMED_ID	UNCURATED_PUBMED_ID	NCBI_GENE_ID	UNIPROT_ID	(UNUSED)	GENBANK_NUCLEOTIDE	TIGR_ID	GENBANK_PROTEIN	UNIGENE_ID	SSLP_RGD_ID	SSLP_SYMBOL	OLD_SYMBOL	OLD_NAME	QTL_RGD_ID	QTL_SYMBOL	NOMENCLATURE_STATUS	SPLICE_RGD_ID	SPLICE_SYMBOL	GENE_TYPE	ENSEMBL_ID	GENE_REFSEQ_STATUS	CHROMOSOME_5.0	START_POS_5.0	STOP_POS_5.0	STRAND_5.0	CHROMOSOME_6.0	START_POS_6.0	STOP_POS_6.0	STRAND_6.0
1565917	Acot5	acyl-CoA thioesterase 5	INVOLVED IN long-chain fatty acid metabolic process (inferred); saturated monocarboxylic acid metabolic process (inferred); unsaturated monocarboxylic acid metabolic process (inferred); PARTICIPATES IN unsaturated fatty acid biosynthetic pathway; FOUND IN cytosol (inferred)	6		6	q24	101530218	101537087	+				108114686	108122769	+	1600115;6480464;6907045		12477932	503049	A1A5R4		AAHX01045564;AAHX01045565;AC128618;BC128770;NM_001079709		AAI28771;NP_001073177	Rn.145861			LOC503049;MGC156788;RGD1565917	acyl-coenzyme A thioesterase 5;similar to peroxisomal acyl-CoA thioesterase Ic			APPROVED			protein-coding	ENSRNOG00000032508	PROVISIONAL	6	117987407	117994244	-	6	107550904	107557688	+
628856	Acot7	acyl-CoA thioesterase 7	ENCODES a protein that exhibits acyl-CoA hydrolase activity; fatty-acyl-CoA binding (ortholog); long-chain fatty acyl-CoA binding (ortholog); INVOLVED IN coenzyme A biosynthetic process (ortholog); fatty acid catabolic process (ortholog); long-chain fatty-acyl-CoA catabolic process (ortholog); PARTICIPATES IN unsaturated fatty acid biosynthetic pathway; FOUND IN cytosol; cell body (ortholog); cytoplasm (ortholog); INTERACTS WITH 2,3,7,8-tetrachlorodibenzodioxine; 2,6-dinitrotoluene; ammonium chloride	5	5	5	q36	160918240	161010763	+	169419590	169512094	+	169409306	169501907	+	724608;724609;727660;1580654;6480464;6907045	8631842;9125130;9163348	11755680;12435388;12477932;15489334;16103133;7906114	26759	F8WG67;Q64559		AABR07050551;AABR07050552;AABR07073195;AAHX01040997;AAHX01040998;AAHX01040999;AAHX01041000;AC135674;BC087716;CH473968;CK469690;D88891;DY317682;FQ212652;FQ231740;NM_001146061;NM_013214;U49694;XM_006239448;Y09332		AAC53202;AAH87716;BAA19627;CAA70512;EDL81226;EDL81227;NP_001139533;NP_037346;Q64559;XP_006239510	Rn.6024	5041754;5051382;5501462	AW557066;D1S2335E;RH129039	ACH1;ACT;Bach;CTE-II;CTE-IIa;CTE-IIb;LACH1;MGC105261;MTE-II;Rbach	brain acyl-CoA hydrolase;cytosolic acyl coenzyme A thioester hydrolase;long chain acyl-CoA thioester hydrolase			APPROVED			protein-coding	ENSRNOG00000010580	VALIDATED	5	172912096	173003554	+	5	169357582	169450215	+
2324815	Acot11	acyl-CoA thioesterase 11	ENCODES a protein that exhibits lipid binding (inferred); INVOLVED IN response to cold (ortholog); response to temperature stimulus (ortholog); FOUND IN extracellular exosome (ortholog); INTERACTS WITH 17beta-estradiol (ortholog); aflatoxin B1 (ortholog); all-trans-retinoic acid (ortholog)	5	5	5	q34	120275662	120323662	-	127827110	127986225	-	127820932	127870633	-	6480464			100363074	F1LX28		AAHX01038960;AAHX01038961;AC122593;NM_001271383;XM_233269		NP_001258312;XP_233269	Rn.202171;Rn.43301			LOC100363074;LOC298302;Thea	acyl-coenzyme A thioesterase 11;thioesterase, adipose associated			APPROVED			protein-coding	ENSRNOG00000007837	VALIDATED	5	130192081	130239585	-	5	126347478	126395655	-
70368	Acot8	acyl-CoA thioesterase 8	ENCODES a protein that exhibits acyl-CoA hydrolase activity (ortholog); medium-chain acyl-CoA hydrolase activity (ortholog); palmitoyl-CoA hydrolase activity (ortholog); INVOLVED IN acyl-CoA metabolic process (ortholog); dicarboxylic acid catabolic process (ortholog); negative regulation of CD4 biosynthetic process (ortholog); FOUND IN mitochondrion (ortholog); peroxisomal matrix (ortholog); peroxisome (ortholog); INTERACTS WITH 17alpha-ethynylestradiol; ammonium chloride; bisphenol A	3	3	3	q42	152138819	152150462	-	155734245	155745898	-	155828209	155839862	-	70235;619610;737633;1600115;1580654;1580655;6480464;8554872	11785945;12477932	16103133	170588	F7F557;Q6AZ44;Q8VHK0		AAHX01026376;AC105815;AF452100;BC078751;CH474005;CV115391;FQ212945;NM_130756		AAH78751;AAL66289;EDL96493;EDL96494;EDL96495;NP_570112;Q8VHK0	Rn.161868	5078258	RH140235	PTE-1;PTE-2;Pte1	4,8-dimethylnonanoyl-CoA thioesterase;48-dimethylnonanoyl-CoA thioesterase;acyl-coenzyme A thioesterase 8;choloyl-coenzyme A thioesterase;peroxisomal acyl-CoA thioesterase 1;peroxisomal acyl-CoA thioesterase 2;peroxisomal acyl-coenzyme A thioester hydrolase 1;peroxisomal long-chain acyl-CoA thioesterase 1;peroxisomalacyl-CoAthioesterase1			APPROVED			protein-coding	ENSRNOG00000015187	VALIDATED	3	167446048	167457779	-	3	161260837	161272495	-
1309669	Acot6	acyl-CoA thioesterase 6	ASSOCIATED WITH Heart Septal Defects, Ventricular (ortholog); Schizophrenia (ortholog); FOUND IN cytosol (ortholog); INTERACTS WITH bisphenol A; 17beta-estradiol (ortholog); arsane (ortholog)	6	6	6	q24	101561356	101570442	+	108150145	108193873	+	108146690	108155388	+	1600115;6480464;8554872			299193	D3ZSE3		AAHX01045566;AC094055;CH473982;NM_001305285		EDL81475;NP_001292214				LOC299193;RGD1309669	acyl-coenzyme A thioesterase 6;similar to Cytosolic acyl coenzyme A thioester hydrolase, inducible (Long chain acyl-CoA thioester hydrolase) (Long chain acyl-CoA hydrolase) (CTE-I) (LACH2) (ACH2)			APPROVED			protein-coding	ENSRNOG00000029637	VALIDATED	6	117946002	117963918	-	6	107581357	107590431	+
1359188	Acot9	acyl-CoA thioesterase 9	ENCODES a protein that exhibits acetyl-CoA hydrolase activity (ortholog); acyl-CoA hydrolase activity (ortholog); INVOLVED IN acyl-CoA metabolic process (ortholog); ASSOCIATED WITH Liver Cirrhosis, Experimental (ortholog); FOUND IN mitochondrion (ortholog); INTERACTS WITH 2-acetamidofluorene; aristolochic acid; bisphenol A	X	X	X	q21	40701964	40751523	-	61601787	61653589	-	61548318	61600120	-	737633;6480464	12477932	16103133	302640	Q5U2X8		AABR07038235;AABR07038236;AAHX01110319;AAHX01110320;AAHX01110321;AAHX01110322;AAHX01110323;AAHX01110324;AAHX01110325;BC085822;CH473966;NM_001013960		AAH85822;EDL96100;EDL96101;NP_001013982	Rn.8792			Acate2;LOC302640	acyl-Coenzyme A thioesterase 2, mitochondrial;acyl-coenzyme A thioesterase 9, mitochondrial;similar to acyl-CoA thioesterase			APPROVED			protein-coding	ENSRNOG00000003782	PROVISIONAL	X	43846064	43895821	-	X	43543069	43592200	-
69245	Acox3	acyl-CoA oxidase 3, pristanoyl	ENCODES a protein that exhibits fatty acid binding; flavin adenine dinucleotide binding; pristanoyl-CoA oxidase activity; INVOLVED IN fatty acid beta-oxidation using acyl-CoA oxidase; PARTICIPATES IN alpha-linoleic acid metabolic pathway; eicosanoid signaling pathway via peroxisome proliferator-activated receptor gamma; fatty acid metabolic pathway; FOUND IN peroxisome; membrane (ortholog); mitochondrion (ortholog); INTERACTS WITH 2,3,7,8-tetrachlorodibenzodioxine; 3,3',4,4',5-pentachlorobiphenyl; ammonium chloride	14	14	14	q21	74065866	74104532	-	80771390	80812200	-	80769000	80809809	-	68737;619610;1600115;1580654;1300048;1580655;2299949;2299971;2299969;6480464;6907045;1580664	1400324;14561759;8026493;8654595;8706733		83522	F1M9A7;Q63448		AAHX01080723;AAHX01080724;AC108312;AC118993;CH473963;HB873101;HB882963;HB894292;HC930510;HC940372;HC951701;NM_053339;X95188;XM_017599392		CAA64487;CBF60600;CBF65747;CBF73150;CBU85837;CBU90618;CBU96034;EDM00057;EDM00058;NP_445791;Q63448;XP_017454881	Rn.10546	5053089	RH142447		BRCACox;acyl-Coenzyme A oxidase 3;acyl-Coenzyme A oxidase 3, pristanoyl;branched-chain acyl-CoA oxidase;peroxisomal acyl-coenzyme A oxidase 3;pristanoyl-CoA oxidase			APPROVED			protein-coding	ENSRNOG00000008474	PROVISIONAL	14	79942668	79982780	-	14	80313202	80358115	-
619757	Acox1	acyl-CoA oxidase 1	ENCODES a protein that exhibits fatty acid binding; palmitoyl-CoA oxidase activity; acyl-CoA oxidase activity (ortholog); INVOLVED IN fatty acid beta-oxidation using acyl-CoA oxidase; fatty acid oxidation (ortholog); generation of precursor metabolites and energy (ortholog); PARTICIPATES IN alpha-linoleic acid metabolic pathway; eicosanoid signaling pathway via peroxisome proliferator-activated receptor gamma; fatty acid metabolic pathway; ASSOCIATED WITH Carcinoma, Hepatocellular (ortholog); Diabetes Mellitus, Experimental (ortholog); Peroxisomal ACYL-COA oxidase deficiency (ortholog); FOUND IN peroxisome; cytoplasm (ortholog); intracellular membrane-bounded organelle (ortholog); INTERACTS WITH (R)-lipoic acid; 1-naphthyl isothiocyanate; 2,3,7,8-tetrachlorodibenzodioxine	10	10	10	q32.1	99981033	100004515	-	106294947	106310607	-	106281977	106319382	-	619610;631912;1300048;1580654;2299949;6480464;6907045;7240710;8554872	1400324;3036800	12477932;15489334;16236453;18421861;26092479;3036801	50681	F1LQC1;F1M609;P07872		AABR07030788;AABR07072203;AAHX01066752;BC085743;CH473948;HB872989;HB882851;HB894180;HC930398;HC940260;HC951589;J02752;J02753;NM_017340		AAA40666;AAA40667;AAH85743;CBF60537;CBF65691;CBF73040;CBU85781;CBU90562;CBU95978;EDM06650;EDM06651;EDM06652;EDM06653;NP_059036;P07872	Rn.31796	5041322;5087472;5087504	PMC199556P1;PMC21059P2;RH128790	AOX;RATACOA1;aCoA	acyl-CoA oxidase 1, palmitoyl;acyl-Coenzyme A oxidase 1;acyl-Coenzyme A oxidase 1, palmitoyl;acyl-coA oxidase;palmitoyl-CoA oxidase;peroxisomal acyl-coenzyme A oxidase 1			APPROVED			protein-coding	ENSRNOG00000008755	PROVISIONAL	10	103537761	103561087	+	10	104724534	104748003	-
628684	Acox2	acyl-CoA oxidase 2	ENCODES a protein that exhibits 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA 24-hydroxylase activity; fatty acid binding; flavin adenine dinucleotide binding; INVOLVED IN fatty acid beta-oxidation; fatty acid metabolic process; PARTICIPATES IN bile acid biosynthetic pathway; cerebrotendinous xanthomatosis disease pathway; congenital bile acid synthesis defect pathway; ASSOCIATED WITH Liver Cirrhosis, Experimental (ortholog); FOUND IN peroxisome; intracellular membrane-bounded organelle (ortholog); mitochondrion (ortholog); INTERACTS WITH 1-naphthyl isothiocyanate; 2,3,4,7,8-Pentachlorodibenzofuran; 2,3,7,8-tetrachlorodibenzodioxine	15	15	15	p14	16620632	16652578	+	18645348	18677855	+	18645349	18677855	+	724759;1600115;1300345;1300244;1580655;2299971;2299949;6480464;6907045;8554872;10402751;1580664	1400324;14561759;704421;734910;8654595;8947475	16396499;16672280	252898	F1LNW3;P97562		AABR07017234;AAHX01082588;AAHX01082589;CH474010;HB873097;HB882959;HB894288;HC930506;HC940368;HC951697;NM_145770;X95189;XM_006251743;XM_006251744;XM_006251745		CAA64488;CBF60596;CBF65745;CBF73146;CBU85835;CBU90616;CBU96032;EDL94160;EDL94161;NP_665713;P97562;XP_006251805;XP_006251806;XP_006251807	Rn.10622	5036551	AU048401	THCCox	3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholestanoyl-CoA 24-hydroxylase;3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholestanoyl-CoA oxidase;THCA-CoA oxidase;acyl-CoA oxidase 2, branched chain;acyl-Coenzyme A oxidase 2;acyl-Coenzyme A oxidase 2, branched chain;peroxisomal acyl-coenzyme A oxidase 2;trihydroxycoprostanoyl-CoA oxidase			APPROVED			protein-coding	ENSRNOG00000007378	VALIDATED	15	22418099	22449500	+	15	18449304	18481472	+
2021	Acp2	acid phosphatase 2, lysosomal	ENCODES a protein that exhibits acid phosphatase activity; phosphoprotein phosphatase activity; phosphotyrosine binding; INVOLVED IN autophagic cell death; response to organic substance; lysosome organization (ortholog); PARTICIPATES IN autophagy pathway; riboflavin metabolic pathway; ASSOCIATED WITH Acid Phosphatase Deficiency (ortholog); Seizures (ortholog); FOUND IN cytoplasmic vesicle; lysosome; neuron projection; INTERACTS WITH 2,3,7,8-tetrachlorodibenzodioxine; 2,6-dinitrotoluene; 3,3',4,4',5-pentachlorobiphenyl	3	3	3	q24	76384458	76393383	+	75455893	75464787	+	75559522	75568415	+	70068;69735;619610;631727;631746;737633;1600623;1598713;1300245;1580654;1580655;1600115;1300048;4892631;6480464;6907045;8554872;7240710	10480315;11687729;12477932;18690537;2764916;7686862;7827101;9228031		24162	P20611;Q642D2		AABR07052865;AAHX01023469;BC081823;CB720349;CH473949;M27893;NM_016988;XM_006234500	TC205149	AAA40744;AAH81823;EDL79516;EDL79517;NP_058684;P20611;XP_006234562	Rn.9816	5045152;5076226	RH131014;RH139052	LAP;LMW-PTP-II, low molecular weight phosphotyrosine protein phosphatase isozyme 2	Acid phosphatase 2 lysozymal;Acid phosphatase 2, lysozymal;LMW-PTP-II low molecular weight phosphotyrosine protein phosphatase isozyme 2;acid phosphatase 2;lysosomal acid phosphatase			APPROVED			protein-coding	ENSRNOG00000013594	VALIDATED	3	86729100	86739118	+	3	80020346	80030365	+
2020	Acp1	acid phosphatase 1, soluble	ENCODES a protein that exhibits acid phosphatase activity; protein tyrosine phosphatase activity; SH3 domain binding; INVOLVED IN chemical synaptic transmission; PARTICIPATES IN riboflavin metabolic pathway; ASSOCIATED WITH Attention Deficit Disorder with Hyperactivity (ortholog); Conduct Disorder (ortholog); Coronary Artery Disease (ortholog); FOUND IN neuron projection; cytoplasm (ortholog); cytoplasmic side of plasma membrane (ortholog); INTERACTS WITH 2,4-dinitrotoluene; 2,6-dinitrotoluene; ammonium chloride	6	6	6	q16	46711467	46727154	-	48785927	48801957	-	48784243	48798868	-	619610;631727;631746;737633;1625289;1598713;1625292;1358577;1625288;1580655;1300048;1580654;2313183;2313182;2313186;2313188;2313179;2313180;2313184;2313187;6907045;6480464;8554872;10402751	10480315;11912546;11971983;12231445;12409270;12477932;12495297;15281007;15586390;17353188;19246900;2373509;7686862;7827101;8620937;9198310	1388675;15489334;15632090;16893901	24161	A0A0G2K394;B0BNC1;P41498;Z4YNF4		AABR07063808;AAHX01043191;AAHX01043192;AF171072;BC062229;BC158763;BC161990;CH473947;FM059981;FQ150453;FQ213063;FQ214806;FQ215147;FQ226190;NM_001135562;NM_001313735;NM_001313740;NM_021262		AAD50990;AAH62229;AAI58764;AAI61990;EDM03240;EDM03241;EDM03242;NP_001129034;NP_001300664;NP_001300669;NP_067085;P41498	Rn.108187;Rn.154499;Rn.202830;Rn.220315	5079562	RH141069	LMW-PTP-I, low molecular weight phosphotyrosine protein phosphatase isozyme 1	Acid phosphatase 1 soluble;LMW-PTP;LMW-PTP-I low molecular weight phosphotyrosine protein phosphatase isozyme 1;LMW-PTPase;low molecular weight cytosolic acid phosphatase;low molecular weight phosphotyrosine protein phosphatase			APPROVED			protein-coding	ENSRNOG00000005260	VALIDATED	6	58515986	58531100	-	6	49836064	49851714	-
2022	Acp5	acid phosphatase 5, tartrate resistant	ENCODES a protein that exhibits acid phosphatase activity; hydrolase activity; ferric iron binding (ortholog); INVOLVED IN bone resorption; multicellular organismal response to stress; negative regulation of cell adhesion; PARTICIPATES IN rheumatoid arthritis disease pathway; riboflavin metabolic pathway; ASSOCIATED WITH Diabetes Mellitus, Experimental; Fractures, Stress; Osteoporosis, Postmenopausal; FOUND IN extracellular space; extracellular exosome (ortholog); lysosome (ortholog); INTERACTS WITH 1,2,4-trimethylbenzene; 1-naphthyl isothiocyanate; 17beta-estradiol	8			q13	22052728	22058674	-							619610;69941;1298629;737633;1298628;1331372;1300346;619585;1580655;1600115;1300048;1580654;2315874;2315877;2315882;2315902;2315905;2315908;2315909;2315910;2315901;2315903;2315904;2315906;2315871;6480464;6907045;8554872;7240710	11890682;12477932;12820340;1722212;19110235;19113077;19264158;19360315;19361364;19369052;19403161;19699734;19736603;19821772;19854170;20003323;20069278;2373368;734913;8127141	10388567;10438611;14696961;15489334;15761664;15929988;15975830;17916452;1830446;19821118;22878484;23868496;24223830;24395179;8889548	25732	A0A0G2K6Z6;P29288;Q38RQ5		AABR07069452;AAHX01053617;AF196852;BC078847;BM386942;CH473993;CV074238;DQ023418;M76110;NM_001270889;NM_019144;XM_006242692;XM_006242693;XM_006242694;XM_017595487		AAA42305;AAH78847;AAY88283;EDL78224;EDL78225;NP_001257818;NP_062017;P29288;XP_006242754;XP_006242755;XP_006242756;XP_017450976	Rn.171928	5049472;5070181	RH133500;RH94519	TR-AP;TTRRAP;Trap	Acid phosphatase 5 tartrate resistant;acid phosphatase 5;acid phosphatase type V;tartrate-resistant acid ATPase;tartrate-resistant acid phosphatase type 5;trATPase;type 5 acid phosphatase			APPROVED			protein-coding	ENSRNOG00000046261	VALIDATED	8	23197095	23202903	-	8	23142733	23149067	-
1306336	Acp6	acid phosphatase 6, lysophosphatidic	ENCODES a protein that exhibits lysophosphatidic acid phosphatase activity (ortholog); INVOLVED IN hematopoietic progenitor cell differentiation (ortholog); lysobisphosphatidic acid metabolic process (ortholog); phospholipid metabolic process (ortholog); PARTICIPATES IN riboflavin metabolic pathway; ASSOCIATED WITH Autism Spectrum Disorder (ortholog); Cerebral Visual Impairment and Intellectual Disability (ortholog); FOUND IN cytoplasm (ortholog); mitochondrion (ortholog); INTERACTS WITH 2,6-dinitrotoluene; bisphenol A; C60 fullerene	2	2	2	q34	177207068	177227157	+	191904489	191927084	+	191942045	191964328	+	1580654;1600115;6480464;6907045;8554872		12477932;22871113	295305	Q4FZU0		AABR07012609;AABR07012610;AAHX01018953;AAHX01018954;BC099131;CH474015;NM_001031645		AAH99131;EDL85592;NP_001026815	Rn.103296	5079274	RH140886	LOC295305;MGC116276	lysophosphatidic acid phosphatase type 6			APPROVED			protein-coding	ENSRNOG00000017494	PROVISIONAL	2	218767629	218789274	+	2	199284177	199305793	+
1306814	Acoxl	acyl-CoA oxidase-like	ENCODES a protein that exhibits acyl-CoA dehydrogenase activity (inferred); acyl-CoA oxidase activity (inferred); flavin adenine dinucleotide binding (inferred); INVOLVED IN fatty acid beta-oxidation (inferred); ASSOCIATED WITH Leukemia, Lymphocytic, Chronic, B-Cell (ortholog); FOUND IN peroxisome (inferred); INTERACTS WITH 6-propyl-2-thiouracil; bis(2-ethylhexyl) phthalate; bisphenol A	3	3	3	q36	113895591	114198178	+	115270851	115592468	+	115365279	115687566	+	1580654;6480464;8554872			296138	A0A0G2K3T0;D4A257		AABR07053687;AABR07053688;AABR07053689;AABR07072925;AAHX01024952;AAHX01024953;AAHX01024954;AAHX01024955;AAHX01024956;AAHX01024957;AAHX01024958;AAHX01024959;AAHX01024960;AAHX01024961;AAHX01024962;AAHX01024963;AAHX01024964;AAHX01024965;AAHX01024966;AAHX01024967;AC111715;CH473949;NM_001106508;XM_017591581;XM_017591582;XM_017591583		EDL80130;NP_001099978;XP_017447070;XP_017447071;XP_017447072	Rn.112005	1639248;5066740;5083639;7205938	AU048179;BE100986;D3Got300;OMY6803INRA	LOC296138	acyl-Coenzyme A oxidase-like			APPROVED			protein-coding	ENSRNOG00000016179	PROVISIONAL	3	126606586	126919666	-	3	120414311	120724809	+
1308270	Acpt	acid phosphatase, testicular	ENCODES a protein that exhibits acid phosphatase activity (inferred); INVOLVED IN dephosphorylation (inferred); PARTICIPATES IN riboflavin metabolic pathway; FOUND IN integral component of membrane (inferred); INTERACTS WITH bisphenol A; C60 fullerene; antirheumatic drug (ortholog)	1	1	1	q22	89004221	89008103	-	94798979	94803050	-	94720869	94724751	-	6480464;6907045;8554872			308569	A0A0G2KB67;D4AD24		AABR07003250;AAHX01004964;BC168932;CH473979;NM_001107510;XM_006229051;XM_006229053;XM_006229054;XM_008759367;XM_008759368;XM_008759369;XR_590149		EDM07514;NP_001100980;XP_006229113;XP_006229115;XP_006229116;XP_008757589;XP_008757590;XP_008757591	Rn.154599			LOC308569	testicular acid phosphatase			APPROVED			protein-coding	ENSRNOG00000021659	PROVISIONAL	1	101291465	101299647	-	1	100226311	100234536	-
2023	Acpp	acid phosphatase, prostate	ENCODES a protein that exhibits acid phosphatase activity; choline binding; protein homodimerization activity; INVOLVED IN dephosphorylation; adenosine metabolic process (ortholog); nucleotide metabolic process (ortholog); PARTICIPATES IN riboflavin metabolic pathway; ASSOCIATED WITH Arthritis, Juvenile (ortholog); Leukemia, Megakaryoblastic, Acute (ortholog); Prostatic Neoplasms (ortholog); FOUND IN apical part of cell; Golgi cisterna; multivesicular body; INTERACTS WITH ammonium chloride; bisphenol A; carmustine	8	8	8	q32	104274154	104317190	-	109382705	109419751	-	109354381	109400296	-	69941;70323;70441;619610;1300346;1300246;1600115;1300048;1580655;1580654;2301055;2301052;2301054;2299977;6480464;6907045;8554872;8554747	15240830;16024648;17991541;2373368;704423;734913;8037752;8077215;977936	15578709;17638863;20084276;25482440;25674224;8334986;8407898	56780	A0A0G2JSL5;A0A0G2K4B4;P20646;Q6LBH0		AABR07071383;AAHX01056849;AAHX01056850;AAHX01056851;AAHX01056852;CH473954;DQ826426;M32397;NM_001134901;NM_020072;X74969;X74978;XM_017595869;XM_017595870;XM_017595871		AAA41806;ABH07387;CAA52914;EDL77357;EDL77358;EDL77359;NP_001128373;NP_064457;P20646;XP_017451358;XP_017451359;XP_017451360	Rn.40121	10074;5057602	BI283253;D8Wox15	5'-NT;Acpp11;FRAP;Ppal;RNACPP11;pap	5'-nucleotidase;TMPase;acid phosphatase prostate;ecto-5'-nucleotidase;fluoride-resistant acid phosphatase;prostatic acid phosphatase;prostatic acid phosphatase (rPAP);thiamine monophosphatase	70199	Coreg1	APPROVED			protein-coding	ENSRNOG00000011820	PROVISIONAL	8	112224707	112272400	-	8	112838574	112884062	-
2024	Acr	acrosin	ENCODES a protein that exhibits amidase activity (ortholog); drug binding (ortholog); fucose binding (ortholog); INVOLVED IN response to steroid hormone; acrosome reaction (ortholog); activation of adenylate cyclase activity (ortholog); ASSOCIATED WITH Autism Spectrum Disorder (ortholog); FOUND IN acrosomal vesicle; Golgi-associated vesicle; nucleus (ortholog); INTERACTS WITH 6-propyl-2-thiouracil; bisphenol A; ketamine	7	7	7	q34	117109902	117116056	+	127919648	127925612	+	127885399	127891552	+	61489;619610;704362;1298631;1580655;1598715;1598716;1598407;1625721;1598714;1299864;1600115;1580654;6480464;8554872;8553887	12398221;15060019;1551805;1932123;8037773;8081828;8601690;9716657;9838878	12477932;1299864;15489334;1802037	24163	A0A0G2K321;P29293		AABR07073343;AAHX01052172;AC125982;BC097345;CH474027;NM_012490;X58550;X59254;XM_006242178;XM_017594655;XM_017594656		AAH97345;CAA41441;CAA41947;EDL76582;NP_036622;P29293;XP_006242240;XP_017450144;XP_017450145	Rn.10423	10075;7191224	D7MGH2;D7Mgh2	Acro	acrosin prepropeptide			APPROVED			protein-coding	ENSRNOG00000029762	VALIDATED	7	130227661	130233848	+	7	130541320	130548356	+
1564880	Acrbp	acrosin binding protein	ASSOCIATED WITH Arthritis, Juvenile (ortholog); Prostatic Neoplasms (ortholog); FOUND IN acrosomal membrane (ortholog); acrosomal vesicle (ortholog); cytoplasmic vesicle (ortholog); INTERACTS WITH bisphenol A; furan; Soman	4		4	q42	146588107	146592141	+				161170240	161174274	+	737633;6480464	12477932	15489334	500316	Q6AY33		AAHX01032859;AC115415;BC079212;CH473964;NM_001025049;XM_006237379		AAH79212;EDM01881;NP_001020220;Q6AY33;XP_006237441	Rn.205660	5025250;5032861;5068708	AU046982;RH127593;RH136757		acrosin-binding protein;proacrosin binding protein;proacrosin-binding protein sp32			APPROVED			protein-coding	ENSRNOG00000017399	PROVISIONAL	4	224581291	224594883	+	4	157563990	157577045	+
1585399	Acp7	acid phosphatase 7, tartrate resistant	ENCODES a protein that exhibits acid phosphatase activity (inferred); metal ion binding (inferred); INVOLVED IN dephosphorylation (inferred); INTERACTS WITH 2,2',4,4',5,5'-hexachlorobiphenyl (ortholog); 2,2',5,5'-tetrachlorobiphenyl (ortholog); dioxygen (ortholog)	1			q21	78283514	78314164	-							6480464			687403	M0RCA8		AABR07002786;AABR07071892;AAHX01004453;AAHX01004454;AC110862;XM_017590440;XM_017604704		XP_017445929;XP_017460193		5046514	RH131797	LOC687403;Papl	hypothetical protein LOC687403;iron/zinc purple acid phosphatase;iron/zinc purple acid phosphatase-like;iron/zinc purple acid phosphatase-like protein			APPROVED			protein-coding	ENSRNOG00000047901	MODEL	1	86357115	86406398	+	1	85141383	85162449	+
708557	Acsbg1	acyl-CoA synthetase bubblegum family member 1	ENCODES a protein that exhibits long-chain fatty acid-CoA ligase activity; very long-chain fatty acid-CoA ligase activity (ortholog); INVOLVED IN long-chain fatty acid metabolic process; ovarian follicle atresia; response to glucocorticoid (ortholog); PARTICIPATES IN eicosanoid signaling pathway via peroxisome proliferator-activated receptor gamma; fatty acid metabolic pathway; FOUND IN cytoplasm; INTERACTS WITH 1,1,1-trichloro-2,2-bis(4-hydroxyphenyl)ethane; 17alpha-ethynylestradiol; aflatoxin B1	8	8	8	q24	54479867	54535554	-	58175286	58231539	-	58156231	58212485	-	68727;1600115;1580654;2313111;6480464;6907045;8554872	11381125;16469493	22871113;25931508	171410	A0A0G2K7J0;Q924N5		AAHX01054766;AAHX01054767;AAHX01054768;AAHX01054769;AC094775;AC112328;AF208125;CH473975;HB881603;HC939012;NM_134389;XM_008766203;XM_008766204;XM_017595431;XM_017595432;XM_017595433		AAG35729;CBF65080;CBU89951;EDL95546;EDL95547;NP_599216;Q924N5;XP_008764425;XP_008764426;XP_017450920;XP_017450921;XP_017450922	Rn.17672	5047608;5053801;5506025	RH132425;RH142858;UniSTS:497484	Grlacs;Lpd	GR-LACS;gonadotropin-regulated long chain acyl CoA synthetase;gonadotropin-regulated long chain acyl-CoA synthetase;lipidosin;long-chain-fatty-acid--CoA ligase ACSBG1			APPROVED			protein-coding	ENSRNOG00000011381	PROVISIONAL	8	57764973	57820859	-	8	59184111	59240133	-
